,carat,cut,color,clarity,depth,table,price,x,y,z
37383,0.4,Ideal,I,IF,62.2,56.0,982,4.71,4.75,2.94
37422,0.33,Ideal,G,IF,61.8,55.0,984,4.45,4.48,2.76
37425,0.33,Ideal,G,IF,61.3,57.0,984,4.42,4.46,2.72
37426,0.33,Ideal,G,IF,61.6,56.0,984,4.45,4.48,2.75
37429,0.33,Ideal,G,IF,61.6,53.0,984,4.43,4.47,2.74
37431,0.33,Ideal,G,IF,61.6,55.0,984,4.48,4.51,2.77
37432,0.33,Premium,G,IF,60.8,58.0,984,4.42,4.46,2.7
37433,0.33,Good,G,IF,57.9,60.0,984,4.55,4.57,2.64
37435,0.33,Ideal,G,IF,62.2,56.0,984,4.43,4.45,2.76
37436,0.33,Ideal,G,IF,61.7,55.0,984,4.45,4.47,2.75
37438,0.33,Ideal,G,IF,62.1,56.0,984,4.41,4.44,2.75
37441,0.33,Ideal,G,IF,61.9,54.0,984,4.42,4.46,2.75
37449,0.34,Ideal,G,IF,62.2,56.0,984,4.45,4.46,2.77
37450,0.32,Ideal,F,IF,61.1,55.0,984,4.47,4.44,2.72
37477,0.35,Ideal,H,IF,61.7,56.0,984,4.55,4.53,2.8
37478,0.35,Ideal,H,IF,60.5,56.0,984,4.59,4.56,2.77
37479,0.35,Ideal,H,IF,61.9,55.0,984,4.54,4.51,2.8
37501,0.3,Premium,E,IF,61.9,61.0,984,4.32,4.27,2.66
37508,0.36,Ideal,G,IF,61.5,56.0,985,4.59,4.62,2.83
37509,0.36,Ideal,G,IF,61.7,56.0,985,4.57,4.6,2.83
37510,0.34,Ideal,F,IF,62.3,54.0,985,4.48,4.51,2.8
37520,0.31,Very Good,E,IF,58.1,60.0,987,4.45,4.5,2.6
37526,0.31,Ideal,E,IF,61.9,54.0,987,4.38,4.41,2.72
37527,0.31,Ideal,E,IF,62.2,54.0,987,4.33,4.35,2.7
37528,0.31,Ideal,E,IF,60.9,55.0,987,4.39,4.41,2.68
37533,0.38,Very Good,I,IF,59.5,57.0,988,4.72,4.76,2.82
37554,0.31,Ideal,G,IF,61.9,56.0,988,4.39,4.36,2.71
37555,0.31,Ideal,G,IF,61.0,56.0,988,4.38,4.37,2.67
37556,0.31,Ideal,G,IF,61.0,56.0,988,4.39,4.37,2.67
37557,0.31,Premium,G,IF,61.6,55.0,988,4.42,4.38,2.71
37558,0.31,Ideal,G,IF,61.6,55.0,988,4.39,4.34,2.69
37559,0.31,Premium,G,IF,61.4,59.0,988,4.39,4.34,2.68
37560,0.31,Premium,G,IF,61.0,59.0,988,4.36,4.33,2.65
37561,0.31,Premium,G,IF,61.7,54.0,988,4.36,4.33,2.68
37562,0.31,Ideal,G,IF,61.7,56.0,988,4.38,4.34,2.69
37563,0.31,Good,G,IF,63.9,58.0,988,4.3,4.27,2.74
37564,0.31,Ideal,G,IF,62.6,57.0,988,4.32,4.3,2.7
37565,0.31,Ideal,G,IF,62.7,57.0,988,4.34,4.31,2.71
37566,0.34,Ideal,H,IF,60.8,56.0,988,4.56,4.55,2.77
37576,0.32,Ideal,F,IF,60.7,56.0,990,4.43,4.46,2.7
37653,0.33,Ideal,G,IF,61.5,56.0,992,4.46,4.48,2.75
37705,0.37,Very Good,F,IF,60.4,57.0,995,4.65,4.68,2.81
37748,0.43,Very Good,I,IF,61.0,56.0,998,4.9,4.93,3.0
37760,0.34,Very Good,F,IF,61.1,54.0,999,4.54,4.56,2.78
37762,0.34,Ideal,F,IF,61.8,55.0,999,4.49,4.51,2.78
37804,0.35,Very Good,G,IF,60.5,56.0,1001,4.56,4.6,2.77
37807,0.35,Ideal,G,IF,62.0,54.0,1001,4.54,4.56,2.82
37808,0.35,Ideal,G,IF,61.7,55.0,1001,4.52,4.55,2.8
37809,0.35,Ideal,G,IF,61.5,55.0,1001,4.53,4.57,2.8
37810,0.35,Ideal,G,IF,61.9,54.0,1001,4.56,4.58,2.83
37811,0.35,Ideal,G,IF,61.3,55.0,1001,4.57,4.6,2.81
37816,0.36,Very Good,G,IF,60.4,62.0,1002,4.6,4.64,2.79
37821,0.31,Ideal,E,IF,61.3,58.0,1002,4.37,4.4,2.69
37853,0.37,Very Good,G,IF,61.8,56.0,1003,4.6,4.64,2.85
37875,0.32,Ideal,E,IF,60.6,60.0,1004,4.43,4.45,2.69
37889,0.36,Ideal,G,IF,62.0,57.0,1006,4.54,4.58,2.82
37910,0.41,Ideal,I,IF,62.6,57.0,1007,4.74,4.78,2.98
37924,0.23,Very Good,F,IF,61.0,62.0,485,3.95,3.99,2.42
38025,0.33,Premium,H,IF,61.7,59.0,1010,4.45,4.43,2.74
38026,0.32,Ideal,F,IF,62.2,55.0,1010,4.38,4.4,2.73
38037,0.33,Premium,H,IF,62.9,58.0,1010,4.43,4.38,2.77
38062,0.3,Ideal,E,IF,61.1,57.0,1013,4.31,4.33,2.64
38068,0.3,Premium,F,IF,61.6,58.0,1013,4.35,4.32,2.67
38069,0.3,Ideal,F,IF,61.1,57.0,1013,4.39,4.35,2.67
38079,0.3,Premium,F,IF,60.7,58.0,1013,4.37,4.33,2.64
38086,0.3,Ideal,F,IF,62.0,56.0,1013,4.34,4.3,2.68
38095,0.36,Ideal,H,IF,61.9,57.0,1013,4.6,4.55,2.83
38112,0.3,Premium,H,IF,60.4,60.0,1013,4.34,4.3,2.61
38113,0.3,Ideal,H,IF,61.5,56.0,1013,4.34,4.31,2.66
38114,0.3,Ideal,H,IF,60.8,56.0,1013,4.37,4.35,2.65
38115,0.3,Premium,H,IF,62.9,58.0,1013,4.29,4.26,2.69
38116,0.3,Ideal,H,IF,62.1,55.0,1013,4.3,4.27,2.66
38117,0.3,Ideal,H,IF,61.8,55.0,1013,4.31,4.3,2.66
38158,0.33,Very Good,F,IF,60.3,58.0,1014,4.49,4.46,2.7
38164,0.34,Ideal,G,IF,61.9,54.0,1014,4.46,4.49,2.77
38165,0.34,Ideal,G,IF,61.7,55.0,1014,4.48,4.5,2.77
38167,0.34,Ideal,G,IF,60.1,57.0,1014,4.54,4.58,2.74
38168,0.34,Ideal,G,IF,61.6,56.0,1014,4.48,4.51,2.77
38170,0.34,Ideal,G,IF,61.9,57.0,1014,4.47,4.48,2.77
38171,0.34,Premium,G,IF,62.3,59.0,1014,4.46,4.49,2.79
38234,0.35,Ideal,H,IF,60.8,56.0,1017,4.61,4.6,2.8
38235,0.35,Ideal,H,IF,60.7,56.0,1017,4.62,4.61,2.8
38239,0.32,Very Good,E,IF,61.4,55.0,1018,4.43,4.46,2.73
38243,0.32,Ideal,E,IF,62.3,54.0,1018,4.38,4.41,2.74
38244,0.32,Ideal,E,IF,62.9,54.0,1018,4.37,4.41,2.76
38245,0.32,Ideal,E,IF,61.1,56.0,1018,4.42,4.48,2.72
38246,0.32,Ideal,E,IF,61.1,58.0,1018,4.42,4.45,2.71
38247,0.32,Ideal,E,IF,62.3,53.0,1018,4.39,4.41,2.74
38248,0.32,Ideal,E,IF,61.9,55.0,1018,4.38,4.41,2.72
38337,0.32,Ideal,G,IF,60.5,57.0,1020,4.44,4.42,2.68
38338,0.32,Premium,G,IF,59.4,59.0,1020,4.51,4.48,2.67
38339,0.32,Ideal,G,IF,61.8,55.0,1020,4.43,4.41,2.73
38340,0.32,Premium,G,IF,59.9,58.0,1020,4.43,4.42,2.65
38341,0.32,Premium,G,IF,62.0,60.0,1020,4.41,4.37,2.72
38342,0.32,Ideal,G,IF,62.9,55.0,1020,4.41,4.37,2.76
38343,0.32,Premium,G,IF,61.8,55.0,1020,4.45,4.39,2.73
38344,0.32,Ideal,G,IF,62.4,55.0,1020,4.42,4.4,2.75
38345,0.32,Ideal,G,IF,61.2,57.0,1020,4.43,4.4,2.7
38346,0.32,Ideal,G,IF,60.9,56.0,1020,4.43,4.41,2.69
38415,0.35,Very Good,E,IF,57.9,56.0,1025,4.71,4.75,2.74
38416,0.3,Ideal,G,IF,62.4,55.0,1025,4.32,4.3,2.69
38419,0.3,Premium,E,IF,61.9,58.0,1026,4.26,4.3,2.65
38420,0.3,Very Good,E,IF,60.1,60.0,1026,4.3,4.32,2.59
38421,0.3,Premium,E,IF,61.0,59.0,1026,4.29,4.33,2.63
38439,0.35,Very Good,F,IF,62.0,54.0,1027,4.55,4.58,2.83
38448,0.35,Ideal,H,IF,60.9,57.0,1028,4.58,4.6,2.8
38449,0.33,Ideal,F,IF,61.8,55.0,1028,4.47,4.49,2.77
38451,0.31,Ideal,G,IF,62.0,54.0,1028,4.39,4.35,2.71
38456,0.36,Ideal,G,IF,62.2,53.0,1029,4.59,4.61,2.86
38457,0.36,Ideal,G,IF,61.9,55.0,1029,4.56,4.59,2.83
38516,0.37,Ideal,G,IF,62.4,56.0,1033,4.6,4.64,2.88
38565,0.35,Ideal,F,IF,60.9,56.0,1035,4.54,4.56,2.77
38605,0.39,Ideal,H,IF,61.9,55.6,1039,4.68,4.7,2.91
38616,0.3,Ideal,J,IF,61.5,56.0,489,4.32,4.33,2.66
38617,0.3,Ideal,J,IF,61.5,57.0,489,4.29,4.36,2.66
38707,0.35,Ideal,G,IF,61.8,56.0,1041,4.57,4.52,2.81
38713,0.33,Ideal,F,IF,61.5,55.0,1042,4.44,4.47,2.74
38736,0.45,Ideal,I,IF,62.0,54.0,1043,4.94,4.97,3.07
38740,0.4,Very Good,H,IF,64.0,56.0,1044,4.66,4.69,2.99
38741,0.35,Very Good,G,IF,62.2,58.0,1044,4.45,4.52,2.79
38744,0.35,Very Good,G,IF,59.1,59.0,1044,4.59,4.62,2.72
38745,0.35,Ideal,G,IF,61.8,55.0,1044,4.54,4.56,2.81
38746,0.35,Ideal,G,IF,61.4,55.0,1044,4.56,4.59,2.81
38747,0.35,Ideal,G,IF,62.3,55.0,1044,4.5,4.52,2.81
38749,0.35,Ideal,G,IF,61.1,56.0,1044,4.54,4.59,2.79
38751,0.35,Premium,G,IF,60.6,60.0,1044,4.54,4.57,2.76
38761,0.43,Ideal,I,IF,62.3,53.0,1046,4.82,4.9,3.02
38762,0.31,Ideal,E,IF,61.9,55.0,1046,4.38,4.41,2.72
38763,0.31,Ideal,F,IF,62.1,56.0,1046,4.36,4.33,2.7
38764,0.31,Ideal,F,IF,62.0,56.0,1046,4.36,4.32,2.69
38767,0.31,Ideal,F,IF,62.2,56.0,1046,4.34,4.31,2.69
38768,0.31,Ideal,F,IF,61.8,54.0,1046,4.37,4.33,2.69
38776,0.31,Premium,F,IF,61.5,58.0,1046,4.35,4.33,2.67
38777,0.31,Ideal,F,IF,62.1,55.0,1046,4.35,4.34,2.7
38780,0.31,Ideal,H,IF,60.0,57.0,1046,4.41,4.39,2.64
38781,0.31,Premium,H,IF,60.5,58.0,1046,4.44,4.38,2.67
38782,0.31,Ideal,H,IF,61.8,56.0,1046,4.38,4.36,2.7
38783,0.31,Premium,H,IF,61.0,58.0,1046,4.38,4.34,2.66
38784,0.31,Premium,H,IF,61.7,58.0,1046,4.36,4.33,2.68
38785,0.31,Ideal,H,IF,62.1,54.0,1046,4.37,4.33,2.7
38847,0.4,Ideal,I,IF,62.4,56.0,1050,4.73,4.7,2.94
38848,0.4,Ideal,I,IF,62.2,56.0,1050,4.75,4.71,2.94
38894,0.31,Ideal,E,IF,60.7,56.0,1051,4.36,4.4,2.66
38911,0.33,Ideal,G,IF,61.6,55.0,1052,4.51,4.48,2.77
38912,0.33,Good,G,IF,57.9,60.0,1052,4.57,4.55,2.64
38913,0.33,Ideal,G,IF,62.2,56.0,1052,4.45,4.43,2.76
38914,0.33,Ideal,G,IF,61.6,53.0,1052,4.47,4.43,2.74
38915,0.33,Ideal,G,IF,61.7,55.0,1052,4.47,4.45,2.75
38916,0.33,Ideal,G,IF,61.6,56.0,1052,4.48,4.45,2.75
38917,0.33,Ideal,G,IF,61.8,55.0,1052,4.48,4.45,2.76
38918,0.33,Ideal,G,IF,62.1,56.0,1052,4.44,4.41,2.75
38919,0.33,Premium,G,IF,60.8,58.0,1052,4.46,4.42,2.7
38920,0.33,Ideal,G,IF,61.3,57.0,1052,4.46,4.42,2.72
38921,0.33,Ideal,G,IF,61.9,54.0,1052,4.46,4.42,2.75
38926,0.31,Good,E,IF,64.2,60.0,1052,4.28,4.22,2.73
38929,0.36,Very Good,E,IF,59.5,57.0,1053,4.68,4.73,2.8
38979,0.4,Ideal,I,IF,62.8,54.0,1053,4.7,4.72,2.96
38980,0.36,Good,E,IF,57.7,54.0,1053,4.74,4.79,2.75
39011,0.43,Ideal,I,IF,62.0,55.0,1056,4.83,4.85,3.0
39020,0.43,Premium,I,IF,61.2,58.0,1056,4.83,4.88,2.97
39035,0.37,Ideal,G,IF,62.1,55.0,1056,4.6,4.64,2.87
39036,0.37,Ideal,G,IF,61.4,55.0,1056,4.63,4.66,2.85
39037,0.37,Ideal,G,IF,61.2,56.0,1056,4.65,4.67,2.85
39038,0.37,Ideal,G,IF,62.1,54.0,1056,4.6,4.64,2.87
39039,0.37,Ideal,G,IF,61.2,56.0,1056,4.61,4.64,2.83
39040,0.37,Ideal,G,IF,61.5,56.0,1056,4.6,4.64,2.84
39041,0.36,Ideal,F,IF,62.5,54.0,1056,4.54,4.58,2.85
39082,0.31,Premium,E,IF,61.0,59.0,1060,4.36,4.39,2.67
39083,0.31,Ideal,E,IF,61.9,56.0,1060,4.35,4.37,2.7
39089,0.31,Ideal,F,IF,61.5,55.0,1061,4.34,4.37,2.68
39090,0.31,Ideal,F,IF,61.4,56.0,1061,4.38,4.41,2.7
39093,0.41,Very Good,J,IF,63.5,54.0,1061,4.75,4.7,3.0
39094,0.41,Good,J,IF,63.6,54.0,1061,4.75,4.72,3.01
39155,0.36,Ideal,F,IF,61.4,56.0,1063,4.57,4.61,2.82
39156,0.36,Ideal,F,IF,60.3,57.0,1063,4.61,4.65,2.79
39166,0.4,Premium,J,IF,62.7,60.0,1063,4.7,4.64,2.93
39167,0.4,Premium,J,IF,62.2,61.0,1063,4.71,4.68,2.92
39168,0.4,Ideal,J,IF,62.4,56.0,1063,4.74,4.71,2.95
39169,0.4,Ideal,J,IF,62.6,56.0,1063,4.75,4.71,2.96
39193,0.38,Ideal,H,IF,60.0,60.0,1064,4.71,4.76,2.84
39194,0.38,Ideal,H,IF,58.9,58.0,1064,4.69,4.81,2.8
39203,0.37,Premium,G,IF,59.8,58.0,1064,4.71,4.69,2.81
39333,0.3,Premium,G,IF,58.4,62.0,1071,4.43,4.4,2.58
39349,0.35,Ideal,F,IF,60.7,57.0,1073,4.6,4.56,2.78
39366,0.36,Premium,G,IF,61.0,59.0,1074,4.55,4.6,2.79
39367,0.36,Premium,G,IF,62.5,60.0,1074,4.49,4.53,2.82
39368,0.36,Ideal,G,IF,61.6,55.0,1074,4.57,4.59,2.82
39369,0.34,Ideal,F,IF,60.7,57.0,1074,4.5,4.53,2.74
39378,0.4,Ideal,H,IF,61.9,55.0,1074,4.76,4.77,2.95
39379,0.4,Ideal,H,IF,60.9,58.0,1074,4.75,4.78,2.9
39380,0.38,Ideal,G,IF,61.6,56.0,1074,4.67,4.72,2.89
39394,0.41,Ideal,I,IF,62.6,57.0,1076,4.78,4.74,2.98
39500,0.33,Ideal,E,IF,60.8,57.0,1079,4.44,4.47,2.71
39509,0.32,Ideal,F,IF,62.2,55.0,1080,4.4,4.38,2.73
39544,0.32,Ideal,H,IF,60.9,56.0,1080,4.42,4.41,2.69
39545,0.32,Premium,H,IF,61.2,58.0,1080,4.39,4.37,2.68
39564,0.32,Premium,F,IF,59.3,58.0,1080,4.47,4.44,2.62
39577,0.31,Ideal,H,IF,60.8,56.0,1081,4.42,4.4,2.68
39632,0.34,Ideal,G,IF,61.9,57.0,1084,4.48,4.47,2.77
39633,0.34,Ideal,G,IF,61.7,55.0,1084,4.5,4.48,2.77
39634,0.34,Ideal,G,IF,61.6,56.0,1084,4.51,4.48,2.77
39635,0.34,Ideal,G,IF,60.1,57.0,1084,4.58,4.54,2.74
39636,0.34,Ideal,G,IF,61.9,54.0,1084,4.49,4.46,2.77
39637,0.34,Premium,G,IF,62.3,59.0,1084,4.49,4.46,2.79
39643,0.3,Premium,F,IF,61.6,58.0,1085,4.34,4.3,2.66
39737,0.37,Ideal,F,IF,62.0,57.0,1092,4.59,4.62,2.85
39782,0.33,Premium,G,IF,59.4,59.0,1094,4.54,4.49,2.68
39788,0.32,Ideal,E,IF,62.6,55.0,1095,4.38,4.41,2.75
39790,0.32,Ideal,E,IF,61.9,56.0,1095,4.4,4.42,2.73
39794,0.32,Premium,E,IF,61.6,58.0,1095,4.38,4.39,2.7
39818,0.3,Premium,E,IF,61.0,59.0,1097,4.33,4.29,2.63
39820,0.3,Premium,E,IF,61.9,58.0,1097,4.3,4.26,2.65
39822,0.3,Premium,E,IF,60.1,60.0,1097,4.32,4.3,2.59
39844,0.41,Ideal,H,IF,61.1,54.0,1099,4.8,4.85,2.95
39859,0.41,Ideal,H,IF,61.8,55.0,1100,4.79,4.82,2.97
39864,0.39,Ideal,G,IF,61.9,54.0,1101,4.67,4.73,2.91
39903,0.35,Ideal,H,IF,61.7,54.0,1103,4.55,4.53,2.8
39942,0.23,Very Good,E,IF,59.9,58.0,492,3.98,4.03,2.4
39949,0.24,Good,F,IF,65.1,58.0,492,3.86,3.88,2.52
40078,0.33,Ideal,F,IF,61.5,55.0,1114,4.47,4.44,2.74
40084,0.33,Ideal,H,IF,62.1,55.0,1114,4.44,4.41,2.75
40085,0.33,Ideal,H,IF,61.9,55.0,1114,4.44,4.42,2.74
40086,0.33,Premium,H,IF,60.3,59.0,1114,4.49,4.47,2.7
40087,0.33,Premium,H,IF,62.0,58.0,1114,4.42,4.39,2.73
40088,0.33,Premium,H,IF,61.8,60.0,1114,4.44,4.4,2.73
40148,0.35,Ideal,G,IF,61.1,56.0,1116,4.59,4.54,2.79
40154,0.35,Premium,G,IF,59.1,59.0,1116,4.62,4.59,2.72
40155,0.35,Ideal,G,IF,61.4,55.0,1116,4.59,4.56,2.81
40156,0.35,Premium,G,IF,60.6,60.0,1116,4.57,4.54,2.76
40157,0.35,Ideal,G,IF,61.8,55.0,1116,4.56,4.54,2.81
40158,0.35,Ideal,G,IF,62.3,55.0,1116,4.52,4.5,2.81
40159,0.35,Premium,G,IF,62.2,58.0,1116,4.52,4.45,2.79
40161,0.32,Ideal,H,IF,61.1,56.0,1116,4.46,4.45,2.72
40162,0.32,Premium,H,IF,60.7,58.0,1116,4.47,4.46,2.71
40190,0.3,Ideal,E,IF,60.9,56.0,1120,4.31,4.33,2.63
40191,0.4,Good,G,IF,59.7,62.0,1120,4.75,4.8,2.85
40208,0.31,Ideal,F,IF,62.3,57.0,1122,4.34,4.3,2.69
40209,0.31,Premium,F,IF,60.8,59.0,1122,4.39,4.36,2.66
40210,0.31,Premium,F,IF,61.6,58.0,1122,4.37,4.33,2.68
40213,0.31,Ideal,F,IF,62.2,56.0,1122,4.34,4.31,2.69
40254,0.38,Ideal,G,IF,62.0,54.0,1125,4.66,4.7,2.9
40323,0.42,Ideal,H,IF,61.6,56.0,1126,4.84,4.87,2.99
40329,0.39,Fair,G,IF,57.1,61.0,1127,4.83,4.88,2.77
40341,0.33,Ideal,E,IF,61.9,57.0,1129,4.41,4.45,2.74
40342,0.33,Premium,E,IF,60.8,58.0,1129,4.46,4.49,2.72
40346,0.43,Ideal,I,IF,62.0,55.0,1129,4.85,4.83,3.0
40347,0.43,Premium,I,IF,61.2,58.0,1129,4.88,4.83,2.97
40363,0.3,Premium,D,IF,62.1,59.0,1130,4.27,4.29,2.66
40374,0.39,Very Good,F,IF,60.8,55.0,1131,4.73,4.77,2.89
40380,0.3,Ideal,F,IF,60.7,56.0,1131,4.35,4.38,2.65
40406,0.31,Ideal,E,IF,61.9,56.0,1133,4.37,4.35,2.7
40407,0.31,Premium,E,IF,61.0,59.0,1133,4.39,4.36,2.67
40427,0.42,Ideal,H,IF,61.0,56.0,1135,4.79,4.82,2.93
40434,0.36,Ideal,F,IF,62.2,55.0,1137,4.57,4.62,2.86
40437,0.36,Ideal,F,IF,61.4,55.9,1138,4.58,4.62,2.82
40533,0.38,Premium,G,IF,62.5,60.0,1148,4.61,4.64,2.89
40537,0.34,Ideal,F,IF,60.7,57.0,1148,4.53,4.5,2.74
40538,0.36,Premium,G,IF,62.5,60.0,1148,4.53,4.49,2.82
40539,0.36,Premium,G,IF,61.0,59.0,1148,4.6,4.55,2.79
40540,0.36,Ideal,G,IF,61.6,55.0,1148,4.59,4.57,2.82
40542,0.35,Premium,E,IF,59.0,61.0,1148,4.64,4.62,2.73
40552,0.41,Ideal,F,IF,62.2,54.0,1151,4.76,4.79,2.97
40568,0.43,Ideal,H,IF,61.9,55.0,1151,4.87,4.89,3.02
40581,0.4,Ideal,H,IF,61.9,56.0,1153,4.72,4.75,2.93
40645,0.4,Very Good,G,IF,61.0,59.0,1154,4.75,4.79,2.91
40664,0.39,Ideal,G,IF,61.7,55.0,1154,4.68,4.72,2.9
40666,0.31,Ideal,F,IF,60.2,57.0,1155,4.38,4.44,2.65
40702,0.4,Ideal,H,IF,62.7,57.0,1158,4.68,4.7,2.94
40735,0.34,Ideal,E,IF,62.0,56.0,1163,4.47,4.5,2.78
40736,0.34,Ideal,E,IF,62.0,56.0,1163,4.49,4.51,2.79
40737,0.34,Ideal,E,IF,61.7,56.0,1163,4.46,4.48,2.76
40748,0.36,Ideal,H,IF,61.3,57.0,1163,4.59,4.61,2.82
40766,0.37,Fair,F,IF,52.3,61.0,1166,4.96,4.91,2.58
40780,0.31,Premium,D,IF,60.2,59.0,1167,4.39,4.42,2.65
40789,0.31,Ideal,F,IF,61.4,56.0,1168,4.37,4.42,2.7
40790,0.31,Ideal,F,IF,61.0,56.0,1168,4.38,4.41,2.68
40791,0.31,Ideal,F,IF,61.2,57.0,1168,4.35,4.38,2.67
40792,0.31,Ideal,F,IF,61.4,56.0,1168,4.4,4.43,2.71
40815,0.32,Ideal,E,IF,62.6,55.0,1170,4.41,4.38,2.75
40817,0.32,Ideal,E,IF,61.9,56.0,1170,4.42,4.4,2.73
40818,0.32,Premium,E,IF,61.6,58.0,1170,4.39,4.38,2.7
40829,0.32,Very Good,D,IF,62.0,56.0,1171,4.39,4.43,2.73
40842,0.4,Very Good,G,IF,62.3,59.0,1173,4.67,4.7,2.92
40843,0.4,Very Good,G,IF,61.8,58.0,1173,4.69,4.73,2.91
40895,0.44,Ideal,H,IF,61.9,54.0,1177,4.9,4.95,3.05
40896,0.44,Ideal,H,IF,61.4,55.0,1177,4.92,4.95,3.03
40903,0.47,Ideal,I,IF,62.2,55.0,1178,4.99,5.01,3.11
41000,0.39,Very Good,F,IF,59.9,59.0,1183,4.78,4.84,2.88
41013,0.44,Ideal,H,IF,61.5,56.0,1185,4.89,4.93,3.02
41030,0.41,Ideal,H,IF,61.8,55.0,1187,4.76,4.79,2.95
41031,0.41,Ideal,H,IF,62.1,56.0,1187,4.74,4.76,2.95
41042,0.41,Very Good,H,IF,62.9,54.0,1187,4.71,4.74,2.97
41045,0.31,Ideal,E,IF,60.4,56.0,1188,4.43,4.38,2.66
41055,0.39,Ideal,G,IF,62.1,53.7,1189,4.67,4.71,2.91
41070,0.46,Ideal,I,IF,62.2,55.0,1192,4.94,4.97,3.08
41098,0.4,Ideal,G,IF,62.0,57.0,1193,4.73,4.75,2.94
41099,0.38,Ideal,F,IF,61.0,56.0,1193,4.68,4.7,2.86
41103,0.44,Very Good,H,IF,61.1,57.0,1194,4.91,4.94,3.01
41129,0.41,Very Good,G,IF,60.9,59.0,1197,4.8,4.85,2.94
41130,0.35,Ideal,E,IF,61.4,56.0,1197,4.53,4.56,2.79
41131,0.35,Ideal,E,IF,62.2,56.0,1197,4.51,4.52,2.81
41155,0.4,Ideal,G,IF,61.2,56.0,1199,4.74,4.77,2.91
41170,0.39,Ideal,G,IF,61.4,54.0,1200,4.71,4.73,2.9
41185,0.42,Ideal,H,IF,62.4,57.0,1201,4.79,4.82,2.99
41186,0.39,Ideal,G,IF,61.6,56.0,1201,4.69,4.73,2.9
41192,0.48,Ideal,I,IF,61.4,55.0,1202,5.05,5.08,3.11
41199,0.32,Ideal,F,IF,61.8,56.0,1204,4.4,4.44,2.73
41200,0.32,Ideal,F,IF,61.2,56.0,1204,4.41,4.45,2.71
41229,0.4,Very Good,E,IF,62.9,58.0,1207,4.68,4.77,2.97
41236,0.33,Ideal,E,IF,61.9,57.0,1207,4.45,4.41,2.74
41237,0.33,Premium,E,IF,60.8,58.0,1207,4.49,4.46,2.72
41242,0.3,Fair,D,IF,60.5,57.0,1208,4.47,4.35,2.67
41243,0.46,Premium,I,IF,59.4,60.0,1208,5.04,5.02,2.99
41246,0.3,Premium,D,IF,62.1,59.0,1208,4.29,4.27,2.66
41280,0.31,Very Good,E,IF,61.5,59.0,1209,4.34,4.37,2.68
41282,0.39,Ideal,G,IF,60.6,56.0,1209,4.73,4.76,2.87
41291,0.36,Ideal,F,IF,61.7,55.0,1210,4.58,4.62,2.84
41305,0.38,Ideal,F,IF,60.7,57.0,1212,4.69,4.73,2.86
41306,0.38,Ideal,F,IF,61.5,56.0,1212,4.67,4.7,2.88
41307,0.38,Ideal,F,IF,62.2,54.0,1212,4.64,4.69,2.9
41310,0.39,Good,G,IF,63.5,56.0,1213,4.65,4.67,2.96
41315,0.42,Ideal,H,IF,61.0,56.0,1213,4.82,4.79,2.93
41326,0.31,Ideal,E,IF,61.5,56.0,1214,4.35,4.4,2.69
41327,0.31,Ideal,E,IF,62.5,56.0,1214,4.34,4.37,2.72
41328,0.31,Ideal,E,IF,63.0,55.0,1214,4.34,4.37,2.73
41329,0.31,Ideal,E,IF,61.8,54.0,1214,4.36,4.38,2.7
41334,0.36,Ideal,F,IF,62.2,55.0,1215,4.62,4.57,2.86
41341,0.42,Ideal,H,IF,61.9,56.0,1216,4.79,4.81,2.97
41342,0.42,Ideal,H,IF,61.7,55.0,1216,4.82,4.84,2.98
41347,0.4,Very Good,F,IF,61.1,57.0,1217,4.73,4.77,2.9
41356,0.38,Ideal,F,IF,62.2,54.0,1218,4.65,4.68,2.9
41368,0.4,Very Good,G,IF,61.2,57.0,1220,4.77,4.79,2.92
41381,0.46,Ideal,J,IF,61.8,56.0,1221,4.98,4.95,3.07
41430,0.38,Premium,G,IF,62.5,60.0,1227,4.64,4.61,2.89
41442,0.4,Very Good,G,IF,61.4,54.0,1229,4.76,4.79,2.93
41443,0.36,Premium,E,IF,59.4,61.0,1229,4.69,4.61,2.76
41447,0.4,Ideal,G,IF,62.0,56.0,1229,4.73,4.76,2.94
41448,0.4,Ideal,G,IF,61.8,55.0,1229,4.76,4.79,2.95
41449,0.4,Ideal,G,IF,61.7,57.0,1229,4.7,4.73,2.91
41450,0.4,Ideal,G,IF,61.2,56.0,1229,4.76,4.81,2.93
41451,0.4,Ideal,G,IF,62.3,55.0,1229,4.74,4.76,2.96
41452,0.4,Ideal,G,IF,61.1,58.0,1229,4.72,4.74,2.89
41453,0.38,Ideal,F,IF,62.2,54.0,1229,4.68,4.71,2.92
41626,0.24,Ideal,H,IF,62.5,54.0,504,3.97,4.0,2.49
41627,0.24,Ideal,H,IF,62.1,57.0,504,4.0,4.04,2.5
41628,0.24,Ideal,H,IF,61.8,54.0,504,3.99,4.03,2.47
41640,0.4,Ideal,H,IF,62.7,57.0,1238,4.7,4.68,2.94
41662,0.4,Ideal,G,IF,63.1,54.0,1239,4.69,4.73,2.97
41663,0.4,Ideal,G,IF,61.8,55.0,1239,4.75,4.79,2.95
41666,0.31,Ideal,E,IF,60.4,56.0,1239,4.43,4.38,2.66
41673,0.33,Ideal,F,IF,60.8,55.0,1240,4.49,4.53,2.74
41674,0.33,Ideal,F,IF,61.2,56.0,1240,4.47,4.49,2.74
